,Ticker,Date,Metric,Value
15342,MHK,2023-12-31,Other Non Operating Income Expenses,26484000.0
15343,MHK,2023-12-31,Special Income Charges,-877744000.0
15344,MHK,2023-12-31,Other Special Charges,
15345,MHK,2023-12-31,Write Off,
15346,MHK,2023-12-31,Impairment Of Capital Assets,877744000.0
15347,MHK,2023-12-31,Gain On Sale Of Security,-15671000.0
15348,MHK,2023-12-31,Net Non Operating Interest Income Expense,-77514000.0
15349,MHK,2023-12-31,Interest Expense Non Operating,77514000.0
15350,MHK,2023-12-31,Operating Income,589936000.0
15351,MHK,2023-12-31,Operating Expense,2119716000.0
15352,MHK,2023-12-31,Selling General And Administration,2119716000.0
15353,MHK,2023-12-31,Gross Profit,2709652000.0
15354,MHK,2023-12-31,Cost Of Revenue,8425463000.0
15355,MHK,2023-12-31,Total Revenue,11135115000.0
15356,MHK,2023-12-31,Operating Revenue,11135115000.0
14641,MKC,2023-11-30,Tax Effect Of Unusual Items,-13603200.0
14642,MKC,2023-11-30,Tax Rate For Calcs,0.218
14643,MKC,2023-11-30,Normalized EBITDA,1268600000.0
14644,MKC,2023-11-30,Total Unusual Items,-62400000.0
14645,MKC,2023-11-30,Total Unusual Items Excluding Goodwill,-62400000.0
14646,MKC,2023-11-30,Net Income From Continuing Operation Net Minority Interest,680600000.0
14647,MKC,2023-11-30,Reconciled Depreciation,199300000.0
14648,MKC,2023-11-30,Reconciled Cost Of Revenue,4159700000.0
14649,MKC,2023-11-30,EBITDA,1206200000.0
14650,MKC,2023-11-30,EBIT,1006900000.0
14651,MKC,2023-11-30,Net Interest Income,-171600000.0
14652,MKC,2023-11-30,Interest Expense,208200000.0
14653,MKC,2023-11-30,Interest Income,36600000.0
14654,MKC,2023-11-30,Normalized Income,729396800.0
14655,MKC,2023-11-30,Net Income From Continuing And Discontinued Operation,680600000.0
14656,MKC,2023-11-30,Total Expenses,5638000000.0
14657,MKC,2023-11-30,Total Operating Income As Reported,963000000.0
14658,MKC,2023-11-30,Diluted Average Shares,269800000.0
14659,MKC,2023-11-30,Basic Average Shares,268400000.0
14660,MKC,2023-11-30,Diluted EPS,2.52
14661,MKC,2023-11-30,Basic EPS,2.54
14662,MKC,2023-11-30,Diluted NI Availto Com Stockholders,680600000.0
14663,MKC,2023-11-30,Net Income Common Stockholders,680600000.0
14664,MKC,2023-11-30,Net Income,680600000.0
14665,MKC,2023-11-30,Net Income Including Noncontrolling Interests,680600000.0
14666,MKC,2023-11-30,Net Income Continuous Operations,680600000.0
14667,MKC,2023-11-30,Earnings From Equity Interest Net Of Tax,56400000.0
14668,MKC,2023-11-30,Tax Provision,174500000.0
14669,MKC,2023-11-30,Pretax Income,798700000.0
14670,MKC,2023-11-30,Other Income Expense,-53900000.0
14671,MKC,2023-11-30,Other Non Operating Income Expenses,8500000.0
14672,MKC,2023-11-30,Special Income Charges,-62400000.0
14673,MKC,2023-11-30,Gain On Sale Of Business,-1200000.0
14674,MKC,2023-11-30,Other Special Charges,26800000.0
14675,MKC,2023-11-30,Restructuring And Mergern Acquisition,34400000.0
14676,MKC,2023-11-30,Net Non Operating Interest Income Expense,-171600000.0
14677,MKC,2023-11-30,Interest Expense Non Operating,208200000.0
14678,MKC,2023-11-30,Interest Income Non Operating,36600000.0
14679,MKC,2023-11-30,Operating Income,1024200000.0
14680,MKC,2023-11-30,Operating Expense,1478300000.0
14681,MKC,2023-11-30,Other Operating Expenses,
14682,MKC,2023-11-30,Selling General And Administration,1478300000.0
14683,MKC,2023-11-30,Gross Profit,2502500000.0
14684,MKC,2023-11-30,Cost Of Revenue,4159700000.0
14685,MKC,2023-11-30,Total Revenue,6662200000.0
14686,MKC,2023-11-30,Operating Revenue,6662200000.0
14292,MKTX,2023-12-31,Tax Effect Of Unusual Items,0.0
14293,MKTX,2023-12-31,Tax Rate For Calcs,0.224
14294,MKTX,2023-12-31,Normalized EBITDA,411093000.0
14295,MKTX,2023-12-31,Total Unusual Items,
14296,MKTX,2023-12-31,Total Unusual Items Excluding Goodwill,
14297,MKTX,2023-12-31,Net Income From Continuing Operation Net Minority Interest,258055000.0
14298,MKTX,2023-12-31,Reconciled Depreciation,76410000.0
14299,MKTX,2023-12-31,Reconciled Cost Of Revenue,201073000.0
14300,MKTX,2023-12-31,EBITDA,411093000.0
14301,MKTX,2023-12-31,EBIT,334683000.0
14302,MKTX,2023-12-31,Net Interest Income,20442000.0
14303,MKTX,2023-12-31,Interest Expense,1983000.0
14304,MKTX,2023-12-31,Interest Income,22425000.0
14305,MKTX,2023-12-31,Normalized Income,258055000.0
14306,MKTX,2023-12-31,Net Income From Continuing And Discontinued Operation,258055000.0
14307,MKTX,2023-12-31,Total Expenses,437528000.0
14308,MKTX,2023-12-31,Rent Expense Supplemental,14216000.0
14309,MKTX,2023-12-31,Total Operating Income As Reported,315019000.0
14310,MKTX,2023-12-31,Diluted Average Shares,37654000.0
14311,MKTX,2023-12-31,Basic Average Shares,37546000.0
14312,MKTX,2023-12-31,Diluted EPS,6.85
14313,MKTX,2023-12-31,Basic EPS,6.87
14314,MKTX,2023-12-31,Diluted NI Availto Com Stockholders,258055000.0
14315,MKTX,2023-12-31,Net Income Common Stockholders,258055000.0
14316,MKTX,2023-12-31,Net Income,258055000.0
14317,MKTX,2023-12-31,Net Income Including Noncontrolling Interests,258055000.0
14318,MKTX,2023-12-31,Net Income Continuous Operations,258055000.0
14319,MKTX,2023-12-31,Tax Provision,74645000.0
14320,MKTX,2023-12-31,Pretax Income,332700000.0
14321,MKTX,2023-12-31,Other Income Expense,-2761000.0
14322,MKTX,2023-12-31,Other Non Operating Income Expenses,-3496000.0
14323,MKTX,2023-12-31,Earnings From Equity Interest,735000.0
14324,MKTX,2023-12-31,Gain On Sale Of Security,
14325,MKTX,2023-12-31,Net Non Operating Interest Income Expense,20442000.0
14326,MKTX,2023-12-31,Interest Expense Non Operating,1983000.0
14327,MKTX,2023-12-31,Interest Income Non Operating,22425000.0
14328,MKTX,2023-12-31,Operating Income,315019000.0
14329,MKTX,2023-12-31,Operating Expense,230602000.0
14330,MKTX,2023-12-31,Other Operating Expenses,17002000.0
14331,MKTX,2023-12-31,Depreciation Amortization Depletion Income Statement,70557000.0
14332,MKTX,2023-12-31,Depreciation And Amortization In Income Statement,70557000.0
14333,MKTX,2023-12-31,Selling General And Administration,143043000.0
14334,MKTX,2023-12-31,Selling And Marketing Expense,11049000.0
14335,MKTX,2023-12-31,General And Administrative Expense,131994000.0
14336,MKTX,2023-12-31,Other Gand A,117778000.0
14337,MKTX,2023-12-31,Rent And Landing Fees,14216000.0
14338,MKTX,2023-12-31,Salaries And Wages,
14339,MKTX,2023-12-31,Gross Profit,545621000.0
14340,MKTX,2023-12-31,Cost Of Revenue,206926000.0
14341,MKTX,2023-12-31,Total Revenue,752547000.0
14342,MKTX,2023-12-31,Operating Revenue,752547000.0
14440,MLM,2023-12-31,Tax Effect Of Unusual Items,-2391200.0
14441,MLM,2023-12-31,Tax Rate For Calcs,0.196
14442,MLM,2023-12-31,Normalized EBITDA,2183500000.0
14443,MLM,2023-12-31,Total Unusual Items,-12200000.0
14444,MLM,2023-12-31,Total Unusual Items Excluding Goodwill,-12200000.0
14445,MLM,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1199800000.0
14446,MLM,2023-12-31,Reconciled Depreciation,513200000.0
14447,MLM,2023-12-31,Reconciled Cost Of Revenue,4754600000.0
14448,MLM,2023-12-31,EBITDA,2171300000.0
14449,MLM,2023-12-31,EBIT,1658100000.0
14450,MLM,2023-12-31,Net Interest Income,-165300000.0
14451,MLM,2023-12-31,Interest Expense,165300000.0
14452,MLM,2023-12-31,Normalized Income,1209608800.0
14453,MLM,2023-12-31,Net Income From Continuing And Discontinued Operation,1168900000.0
14454,MLM,2023-12-31,Total Expenses,5169000000.0
14455,MLM,2023-12-31,Total Operating Income As Reported,1596000000.0
14456,MLM,2023-12-31,Diluted Average Shares,62100000.0
14457,MLM,2023-12-31,Basic Average Shares,61900000.0
14458,MLM,2023-12-31,Diluted EPS,18.82
14459,MLM,2023-12-31,Basic EPS,18.88
14460,MLM,2023-12-31,Diluted NI Availto Com Stockholders,1199800000.0
14461,MLM,2023-12-31,Net Income Common Stockholders,1199800000.0
14462,MLM,2023-12-31,Otherunder Preferred Stock Dividend,-30900000.0
14463,MLM,2023-12-31,Net Income,1168900000.0
14464,MLM,2023-12-31,Minority Interests,-500000.0
14465,MLM,2023-12-31,Net Income Including Noncontrolling Interests,1169400000.0
14466,MLM,2023-12-31,Net Income Discontinuous Operations,-30900000.0
14467,MLM,2023-12-31,Net Income Continuous Operations,1200300000.0
14468,MLM,2023-12-31,Tax Provision,292500000.0
14469,MLM,2023-12-31,Pretax Income,1492800000.0
14470,MLM,2023-12-31,Other Income Expense,49900000.0
14471,MLM,2023-12-31,Other Non Operating Income Expenses,62100000.0
14472,MLM,2023-12-31,Special Income Charges,-12200000.0
14473,MLM,2023-12-31,Restructuring And Mergern Acquisition,12200000.0
14474,MLM,2023-12-31,Net Non Operating Interest Income Expense,-165300000.0
14475,MLM,2023-12-31,Interest Expense Non Operating,165300000.0
14476,MLM,2023-12-31,Operating Income,1608200000.0
14477,MLM,2023-12-31,Operating Expense,414400000.0
14478,MLM,2023-12-31,Other Operating Expenses,-28400000.0
14479,MLM,2023-12-31,Selling General And Administration,442800000.0
14480,MLM,2023-12-31,Gross Profit,2022600000.0
14481,MLM,2023-12-31,Cost Of Revenue,4754600000.0
14482,MLM,2023-12-31,Total Revenue,6777200000.0
14483,MLM,2023-12-31,Operating Revenue,6777200000.0
14391,MMC,2023-12-31,Tax Effect Of Unusual Items,1215000.0
14392,MMC,2023-12-31,Tax Rate For Calcs,0.243
14393,MMC,2023-12-31,Normalized EBITDA,6312000000.0
14394,MMC,2023-12-31,Total Unusual Items,5000000.0
14395,MMC,2023-12-31,Total Unusual Items Excluding Goodwill,5000000.0
14396,MMC,2023-12-31,Net Income From Continuing Operation Net Minority Interest,3756000000.0
14397,MMC,2023-12-31,Reconciled Depreciation,713000000.0
14398,MMC,2023-12-31,Reconciled Cost Of Revenue,13099000000.0
14399,MMC,2023-12-31,EBITDA,6317000000.0
14400,MMC,2023-12-31,EBIT,5604000000.0
14401,MMC,2023-12-31,Net Interest Income,-500000000.0
14402,MMC,2023-12-31,Interest Expense,578000000.0
14403,MMC,2023-12-31,Interest Income,78000000.0
14404,MMC,2023-12-31,Normalized Income,3752215000.0
14405,MMC,2023-12-31,Net Income From Continuing And Discontinued Operation,3756000000.0
14406,MMC,2023-12-31,Total Expenses,17454000000.0
14407,MMC,2023-12-31,Total Operating Income As Reported,5282000000.0
14408,MMC,2023-12-31,Diluted Average Shares,499000000.0
14409,MMC,2023-12-31,Basic Average Shares,494000000.0
14410,MMC,2023-12-31,Diluted EPS,7.53
14411,MMC,2023-12-31,Basic EPS,7.6
14412,MMC,2023-12-31,Diluted NI Availto Com Stockholders,3756000000.0
14413,MMC,2023-12-31,Net Income Common Stockholders,3756000000.0
14414,MMC,2023-12-31,Net Income,3756000000.0
14415,MMC,2023-12-31,Minority Interests,-46000000.0
14416,MMC,2023-12-31,Net Income Including Noncontrolling Interests,3802000000.0
14417,MMC,2023-12-31,Net Income Discontinuous Operations,
14418,MMC,2023-12-31,Net Income Continuous Operations,3802000000.0
14419,MMC,2023-12-31,Tax Provision,1224000000.0
14420,MMC,2023-12-31,Pretax Income,5026000000.0
14421,MMC,2023-12-31,Other Income Expense,244000000.0
14422,MMC,2023-12-31,Other Non Operating Income Expenses,239000000.0
14423,MMC,2023-12-31,Special Income Charges,
14424,MMC,2023-12-31,Other Special Charges,
14425,MMC,2023-12-31,Restructuring And Mergern Acquisition,
14426,MMC,2023-12-31,Gain On Sale Of Security,5000000.0
14427,MMC,2023-12-31,Net Non Operating Interest Income Expense,-500000000.0
14428,MMC,2023-12-31,Interest Expense Non Operating,578000000.0
14429,MMC,2023-12-31,Interest Income Non Operating,78000000.0
14430,MMC,2023-12-31,Operating Income,5282000000.0
14431,MMC,2023-12-31,Operating Expense,4355000000.0
14432,MMC,2023-12-31,Other Operating Expenses,4355000000.0
14433,MMC,2023-12-31,Selling General And Administration,
14434,MMC,2023-12-31,General And Administrative Expense,
14435,MMC,2023-12-31,Salaries And Wages,
14436,MMC,2023-12-31,Gross Profit,9637000000.0
14437,MMC,2023-12-31,Cost Of Revenue,13099000000.0
14438,MMC,2023-12-31,Total Revenue,22736000000.0
14439,MMC,2023-12-31,Operating Revenue,22736000000.0
0,MMM,2023-12-31,Tax Effect Of Unusual Items,10008000.0
1,MMM,2023-12-31,Tax Rate For Calcs,0.278
2,MMM,2023-12-31,Normalized EBITDA,-6795000000.0
3,MMM,2023-12-31,Total Unusual Items,36000000.0
4,MMM,2023-12-31,Total Unusual Items Excluding Goodwill,36000000.0
5,MMM,2023-12-31,Net Income From Continuing Operation Net Minority Interest,-6995000000.0
6,MMM,2023-12-31,Reconciled Depreciation,1987000000.0
7,MMM,2023-12-31,Reconciled Cost Of Revenue,18477000000.0
8,MMM,2023-12-31,EBITDA,-6759000000.0
9,MMM,2023-12-31,EBIT,-8746000000.0
10,MMM,2023-12-31,Net Interest Income,-689000000.0
11,MMM,2023-12-31,Interest Expense,942000000.0
12,MMM,2023-12-31,Interest Income,253000000.0
13,MMM,2023-12-31,Normalized Income,-7020992000.0
14,MMM,2023-12-31,Net Income From Continuing And Discontinued Operation,-6995000000.0
15,MMM,2023-12-31,Total Expenses,41845000000.0
16,MMM,2023-12-31,Total Operating Income As Reported,-9128000000.0
17,MMM,2023-12-31,Diluted Average Shares,553900000.0
18,MMM,2023-12-31,Basic Average Shares,553900000.0
19,MMM,2023-12-31,Diluted EPS,-12.63
20,MMM,2023-12-31,Basic EPS,-12.63
21,MMM,2023-12-31,Diluted NI Availto Com Stockholders,-6995000000.0
22,MMM,2023-12-31,Net Income Common Stockholders,-6995000000.0
23,MMM,2023-12-31,Net Income,-6995000000.0
24,MMM,2023-12-31,Minority Interests,-16000000.0
25,MMM,2023-12-31,Net Income Including Noncontrolling Interests,-6979000000.0
26,MMM,2023-12-31,Net Income Continuous Operations,-6979000000.0
27,MMM,2023-12-31,Earnings From Equity Interest Net Of Tax,18000000.0
28,MMM,2023-12-31,Tax Provision,-2691000000.0
29,MMM,2023-12-31,Pretax Income,-9688000000.0
30,MMM,2023-12-31,Other Income Expense,165000000.0
31,MMM,2023-12-31,Other Non Operating Income Expenses,129000000.0
32,MMM,2023-12-31,Special Income Charges,36000000.0
33,MMM,2023-12-31,Gain On Sale Of Business,36000000.0
34,MMM,2023-12-31,Impairment Of Capital Assets,0.0
35,MMM,2023-12-31,Net Non Operating Interest Income Expense,-689000000.0
36,MMM,2023-12-31,Interest Expense Non Operating,942000000.0
37,MMM,2023-12-31,Interest Income Non Operating,253000000.0
38,MMM,2023-12-31,Operating Income,-9164000000.0
39,MMM,2023-12-31,Operating Expense,23368000000.0
40,MMM,2023-12-31,Research And Development,1842000000.0
41,MMM,2023-12-31,Selling General And Administration,21526000000.0
42,MMM,2023-12-31,General And Administrative Expense,21526000000.0
43,MMM,2023-12-31,Other Gand A,21526000000.0
44,MMM,2023-12-31,Salaries And Wages,-129000000.0
45,MMM,2023-12-31,Gross Profit,14204000000.0
46,MMM,2023-12-31,Cost Of Revenue,18477000000.0
47,MMM,2023-12-31,Total Revenue,32681000000.0
48,MMM,2023-12-31,Operating Revenue,32681000000.0
15557,MNST,2023-12-31,Tax Effect Of Unusual Items,0.0
15558,MNST,2023-12-31,Tax Rate For Calcs,0.212
15559,MNST,2023-12-31,Normalized EBITDA,2022253000.0
15560,MNST,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1630988000.0
15561,MNST,2023-12-31,Reconciled Depreciation,68898000.0
15562,MNST,2023-12-31,Reconciled Cost Of Revenue,3345821000.0
15563,MNST,2023-12-31,EBITDA,2022253000.0
15564,MNST,2023-12-31,EBIT,1953355000.0
15565,MNST,2023-12-31,Net Interest Income,115127000.0
15566,MNST,2023-12-31,Normalized Income,1630988000.0
15567,MNST,2023-12-31,Net Income From Continuing And Discontinued Operation,1630988000.0
15568,MNST,2023-12-31,Total Expenses,5186672000.0
15569,MNST,2023-12-31,Total Operating Income As Reported,1953355000.0
15570,MNST,2023-12-31,Diluted Average Shares,1057981000.0
15571,MNST,2023-12-31,Basic Average Shares,1044887000.0
15572,MNST,2023-12-31,Diluted EPS,1.54
15573,MNST,2023-12-31,Basic EPS,1.56
15574,MNST,2023-12-31,Diluted NI Availto Com Stockholders,1630988000.0
15575,MNST,2023-12-31,Net Income Common Stockholders,1630988000.0
15576,MNST,2023-12-31,Net Income,1630988000.0
15577,MNST,2023-12-31,Net Income Including Noncontrolling Interests,1630988000.0
15578,MNST,2023-12-31,Net Income Continuous Operations,1630988000.0
15579,MNST,2023-12-31,Tax Provision,437494000.0
15580,MNST,2023-12-31,Pretax Income,2068482000.0
15581,MNST,2023-12-31,Other Income Expense,115127000.0
15582,MNST,2023-12-31,Other Non Operating Income Expenses,115127000.0
15583,MNST,2023-12-31,Net Non Operating Interest Income Expense,115127000.0
15584,MNST,2023-12-31,Total Other Finance Cost,-115127000.0
15585,MNST,2023-12-31,Operating Income,1953355000.0
15586,MNST,2023-12-31,Operating Expense,1840851000.0
15587,MNST,2023-12-31,Gross Profit,3794206000.0
15588,MNST,2023-12-31,Cost Of Revenue,3345821000.0
15589,MNST,2023-12-31,Total Revenue,7140027000.0
15590,MNST,2023-12-31,Operating Revenue,7140027000.0
976,MO,2023-12-31,Tax Effect Of Unusual Items,0.0
977,MO,2023-12-31,Tax Rate For Calcs,0.256
978,MO,2023-12-31,Normalized EBITDA,12349000000.0
979,MO,2023-12-31,Total Unusual Items,0.0
980,MO,2023-12-31,Total Unusual Items Excluding Goodwill,0.0
981,MO,2023-12-31,Net Income From Continuing Operation Net Minority Interest,8130000000.0
982,MO,2023-12-31,Reconciled Depreciation,272000000.0
983,MO,2023-12-31,Reconciled Cost Of Revenue,6218000000.0
984,MO,2023-12-31,EBITDA,12349000000.0
985,MO,2023-12-31,EBIT,12077000000.0
986,MO,2023-12-31,Net Interest Income,-989000000.0
987,MO,2023-12-31,Interest Expense,1149000000.0
988,MO,2023-12-31,Interest Income,160000000.0
989,MO,2023-12-31,Normalized Income,8130000000.0
990,MO,2023-12-31,Net Income From Continuing And Discontinued Operation,8130000000.0
991,MO,2023-12-31,Total Expenses,8955000000.0
992,MO,2023-12-31,Total Operating Income As Reported,11547000000.0
993,MO,2023-12-31,Diluted Average Shares,1777000000.0
994,MO,2023-12-31,Basic Average Shares,1763461775.0
995,MO,2023-12-31,Diluted EPS,4.57
996,MO,2023-12-31,Basic EPS,4.61025
997,MO,2023-12-31,Diluted NI Availto Com Stockholders,8113000000.0
998,MO,2023-12-31,Average Dilution Earnings,
999,MO,2023-12-31,Net Income Common Stockholders,8113000000.0
1000,MO,2023-12-31,Otherunder Preferred Stock Dividend,17000000.0
1001,MO,2023-12-31,Net Income,8130000000.0
1002,MO,2023-12-31,Minority Interests,
1003,MO,2023-12-31,Net Income Including Noncontrolling Interests,8130000000.0
1004,MO,2023-12-31,Net Income Continuous Operations,8130000000.0
1005,MO,2023-12-31,Tax Provision,2798000000.0
1006,MO,2023-12-31,Pretax Income,10928000000.0
1007,MO,2023-12-31,Other Income Expense,370000000.0
1008,MO,2023-12-31,Other Non Operating Income Expenses,127000000.0
1009,MO,2023-12-31,Special Income Charges,0.0
1010,MO,2023-12-31,Other Special Charges,
1011,MO,2023-12-31,Write Off,
1012,MO,2023-12-31,Impairment Of Capital Assets,
1013,MO,2023-12-31,Restructuring And Mergern Acquisition,
1014,MO,2023-12-31,Earnings From Equity Interest,243000000.0
1015,MO,2023-12-31,Gain On Sale Of Security,
1016,MO,2023-12-31,Net Non Operating Interest Income Expense,-989000000.0
1017,MO,2023-12-31,Interest Expense Non Operating,1149000000.0
1018,MO,2023-12-31,Interest Income Non Operating,160000000.0
1019,MO,2023-12-31,Operating Income,11547000000.0
1020,MO,2023-12-31,Operating Expense,2737000000.0
1021,MO,2023-12-31,Selling General And Administration,2737000000.0
1022,MO,2023-12-31,Gross Profit,14284000000.0
1023,MO,2023-12-31,Cost Of Revenue,6218000000.0
1024,MO,2023-12-31,Total Revenue,20502000000.0
1025,MO,2023-12-31,Excise Taxes,3981000000.0
1026,MO,2023-12-31,Operating Revenue,24483000000.0
15357,MOH,2023-12-31,Tax Effect Of Unusual Items,0.0
15358,MOH,2023-12-31,Tax Rate For Calcs,0.255
15359,MOH,2023-12-31,Normalized EBITDA,1744000000.0
15360,MOH,2023-12-31,Total Unusual Items,0.0
15361,MOH,2023-12-31,Total Unusual Items Excluding Goodwill,0.0
15362,MOH,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1091000000.0
15363,MOH,2023-12-31,Reconciled Depreciation,171000000.0
15364,MOH,2023-12-31,Reconciled Cost Of Revenue,29738000000.0
15365,MOH,2023-12-31,EBITDA,1744000000.0
15366,MOH,2023-12-31,EBIT,1573000000.0
15367,MOH,2023-12-31,Net Interest Income,-109000000.0
15368,MOH,2023-12-31,Interest Expense,109000000.0
15369,MOH,2023-12-31,Normalized Income,1091000000.0
15370,MOH,2023-12-31,Net Income From Continuing And Discontinued Operation,1091000000.0
15371,MOH,2023-12-31,Total Expenses,32499000000.0
15372,MOH,2023-12-31,Total Operating Income As Reported,1573000000.0
15373,MOH,2023-12-31,Diluted Average Shares,58300000.0
15374,MOH,2023-12-31,Basic Average Shares,58300000.0
15375,MOH,2023-12-31,Diluted EPS,18.713551
15376,MOH,2023-12-31,Basic EPS,18.713551
15377,MOH,2023-12-31,Diluted NI Availto Com Stockholders,1091000000.0
15378,MOH,2023-12-31,Net Income Common Stockholders,1091000000.0
15379,MOH,2023-12-31,Net Income,1091000000.0
15380,MOH,2023-12-31,Net Income Including Noncontrolling Interests,1091000000.0
15381,MOH,2023-12-31,Net Income Continuous Operations,1091000000.0
15382,MOH,2023-12-31,Tax Provision,373000000.0
15383,MOH,2023-12-31,Pretax Income,1464000000.0
15384,MOH,2023-12-31,Other Income Expense,
15385,MOH,2023-12-31,Other Non Operating Income Expenses,
15386,MOH,2023-12-31,Special Income Charges,0.0
15387,MOH,2023-12-31,Gain On Sale Of Business,
15388,MOH,2023-12-31,Write Off,
15389,MOH,2023-12-31,Impairment Of Capital Assets,0.0
15390,MOH,2023-12-31,Restructuring And Mergern Acquisition,
15391,MOH,2023-12-31,Gain On Sale Of Security,
15392,MOH,2023-12-31,Net Non Operating Interest Income Expense,-109000000.0
15393,MOH,2023-12-31,Interest Expense Non Operating,109000000.0
15394,MOH,2023-12-31,Operating Income,1573000000.0
15395,MOH,2023-12-31,Operating Expense,2761000000.0
15396,MOH,2023-12-31,Other Operating Expenses,128000000.0
15397,MOH,2023-12-31,Depreciation Amortization Depletion Income Statement,171000000.0
15398,MOH,2023-12-31,Depreciation And Amortization In Income Statement,171000000.0
15399,MOH,2023-12-31,Amortization,85000000.0
15400,MOH,2023-12-31,Amortization Of Intangibles Income Statement,85000000.0
15401,MOH,2023-12-31,Depreciation Income Statement,86000000.0
15402,MOH,2023-12-31,Selling General And Administration,2462000000.0
15403,MOH,2023-12-31,General And Administrative Expense,2462000000.0
15404,MOH,2023-12-31,Other Gand A,2462000000.0
15405,MOH,2023-12-31,Gross Profit,4334000000.0
15406,MOH,2023-12-31,Cost Of Revenue,29738000000.0
15407,MOH,2023-12-31,Total Revenue,34072000000.0
15408,MOH,2023-12-31,Operating Revenue,32529000000.0
15682,MOS,2023-12-31,Tax Effect Of Unusual Items,25802000.0
15683,MOS,2023-12-31,Tax Rate For Calcs,0.133
15684,MOS,2023-12-31,Normalized EBITDA,2281500000.0
15685,MOS,2023-12-31,Total Unusual Items,194000000.0
15686,MOS,2023-12-31,Total Unusual Items Excluding Goodwill,194000000.0
15687,MOS,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1164900000.0
15688,MOS,2023-12-31,Reconciled Depreciation,960600000.0
15689,MOS,2023-12-31,Reconciled Cost Of Revenue,11485500000.0
15690,MOS,2023-12-31,EBITDA,2475500000.0
15691,MOS,2023-12-31,EBIT,1514900000.0
15692,MOS,2023-12-31,Net Interest Income,-129400000.0
15693,MOS,2023-12-31,Interest Expense,189000000.0
15694,MOS,2023-12-31,Interest Income,59600000.0
15695,MOS,2023-12-31,Normalized Income,996702000.0
15696,MOS,2023-12-31,Net Income From Continuing And Discontinued Operation,1164900000.0
15697,MOS,2023-12-31,Total Expenses,12358000000.0
15698,MOS,2023-12-31,Total Operating Income As Reported,1338100000.0
15699,MOS,2023-12-31,Diluted Average Shares,333200000.0
15700,MOS,2023-12-31,Basic Average Shares,331300000.0
15701,MOS,2023-12-31,Diluted EPS,3.5
15702,MOS,2023-12-31,Basic EPS,3.52
15703,MOS,2023-12-31,Diluted NI Availto Com Stockholders,1164900000.0
15704,MOS,2023-12-31,Net Income Common Stockholders,1164900000.0
15705,MOS,2023-12-31,Net Income,1164900000.0
15706,MOS,2023-12-31,Minority Interests,-44300000.0
15707,MOS,2023-12-31,Net Income Including Noncontrolling Interests,1209200000.0
15708,MOS,2023-12-31,Net Income Continuous Operations,1209200000.0
15709,MOS,2023-12-31,Earnings From Equity Interest Net Of Tax,60300000.0
15710,MOS,2023-12-31,Tax Provision,177000000.0
15711,MOS,2023-12-31,Pretax Income,1325900000.0
15712,MOS,2023-12-31,Other Income Expense,117200000.0
15713,MOS,2023-12-31,Other Non Operating Income Expenses,-76800000.0
15714,MOS,2023-12-31,Special Income Charges,0.0
15715,MOS,2023-12-31,Write Off,0.0
15716,MOS,2023-12-31,Gain On Sale Of Security,194000000.0
15717,MOS,2023-12-31,Net Non Operating Interest Income Expense,-129400000.0
15718,MOS,2023-12-31,Interest Expense Non Operating,189000000.0
15719,MOS,2023-12-31,Interest Income Non Operating,59600000.0
15720,MOS,2023-12-31,Operating Income,1338100000.0
15721,MOS,2023-12-31,Operating Expense,872500000.0
15722,MOS,2023-12-31,Other Operating Expenses,372000000.0
15723,MOS,2023-12-31,Selling General And Administration,500500000.0
15724,MOS,2023-12-31,Gross Profit,2210600000.0
15725,MOS,2023-12-31,Cost Of Revenue,11485500000.0
15726,MOS,2023-12-31,Total Revenue,13696100000.0
15727,MOS,2023-12-31,Operating Revenue,13696100000.0
14234,MPC,2023-12-31,Tax Effect Of Unusual Items,41600000.0
14235,MPC,2023-12-31,Tax Rate For Calcs,0.2
14236,MPC,2023-12-31,Normalized EBITDA,18353000000.0
14237,MPC,2023-12-31,Total Unusual Items,208000000.0
14238,MPC,2023-12-31,Total Unusual Items Excluding Goodwill,208000000.0
14239,MPC,2023-12-31,Net Income From Continuing Operation Net Minority Interest,9681000000.0
14240,MPC,2023-12-31,Reconciled Depreciation,3307000000.0
14241,MPC,2023-12-31,Reconciled Cost Of Revenue,131873000000.0
14242,MPC,2023-12-31,EBITDA,18561000000.0
14243,MPC,2023-12-31,EBIT,15254000000.0
14244,MPC,2023-12-31,Net Interest Income,-605000000.0
14245,MPC,2023-12-31,Interest Expense,1265000000.0
14246,MPC,2023-12-31,Interest Income,672000000.0
14247,MPC,2023-12-31,Normalized Income,9514600000.0
14248,MPC,2023-12-31,Net Income From Continuing And Discontinued Operation,9681000000.0
14249,MPC,2023-12-31,Total Expenses,135704000000.0
14250,MPC,2023-12-31,Total Operating Income As Reported,
14251,MPC,2023-12-31,Diluted Average Shares,409000000.0
14252,MPC,2023-12-31,Basic Average Shares,407000000.0
14253,MPC,2023-12-31,Diluted EPS,23.63
14254,MPC,2023-12-31,Basic EPS,23.73
14255,MPC,2023-12-31,Diluted NI Availto Com Stockholders,9672000000.0
14256,MPC,2023-12-31,Net Income Common Stockholders,9672000000.0
